"일차","레벨","경험치(%)","당일 처치","사냥터","전투력","보유 골드","총 스타포스","장착 부위 수","장비 평균 레벨","보스 클리어 수","탑 최고 층","레드 잔량","블랙 잔량","에픽 이상 부위","레전더리 부위","새로 잡은 보스"
"304","200","0","5493","공허의 길","57900","55057432","180","9","133","30","9","50234","0","9","9",""
"305","200","0","5520","공허의 길","57900","55334892","180","9","133","30","9","50436","0","9","9",""
"306","200","0","5524","공허의 길","57900","55580544","180","9","133","30","9","50621","0","9","9",""
"307","200","0","5523","공허의 길","57900","55825673","180","9","133","30","9","50795","0","9","9",""
"308","200","0","5522","공허의 길","57900","56086279","180","9","133","30","9","50963","0","9","9",""
"309","200","0","5522","공허의 길","57900","56333385","180","9","133","30","9","51137","0","9","9",""
"310","200","0","5522","공허의 길","57900","56573991","180","9","133","30","9","51305","0","9","9",""
"311","200","0","5492","공허의 길","57900","56917107","180","9","133","30","9","51521","0","9","9",""
"312","200","0","5520","공허의 길","57900","57187567","180","9","133","30","9","51717","0","9","9",""
"313","200","0","5521","공허의 길","57900","57434650","180","9","133","30","9","51887","0","9","9",""
"314","200","0","5523","공허의 길","57900","57673279","180","9","133","30","9","52055","0","9","9",""
"315","200","0","5523","공허의 길","57900","57940408","180","9","133","30","9","52221","0","9","9",""
"316","200","0","5524","공허의 길","57900","58181060","180","9","133","30","9","52394","0","9","9",""
"317","200","0","5521","공허의 길","57900","58428143","180","9","133","30","9","52565","0","9","9",""
"318","200","0","5493","공허의 길","57900","58765282","180","9","133","30","9","52791","0","9","9",""
"319","200","0","5520","공허의 길","58213","59027742","180","9","133","30","9","52988","0","9","9",""
"320","200","0","5524","공허의 길","58213","59277894","180","9","133","30","9","53167","0","9","9",""
"321","200","0","5522","공허의 길","58213","59518500","180","9","133","30","9","53332","0","9","9",""
"322","200","0","5523","공허의 길","58213","59783629","180","9","133","30","9","53499","0","9","9",""
"323","200","0","5525","공허의 길","58213","60026304","180","9","133","30","9","53666","0","9","9",""
"324","200","0","5523","공허의 길","58213","60271433","180","9","133","30","9","53835","0","9","9",""
"325","200","0","5495","공허의 길","58213","60175870","180","9","133","30","9","54055","0","9","9",""
"326","200","0","5523","공허의 길","58213","60449899","180","9","133","30","9","54247","0","9","9",""
"327","200","0","5524","공허의 길","58213","60693551","180","9","133","30","9","54432","0","9","9",""
"328","200","0","5524","공허의 길","58213","60940703","180","9","133","30","9","54605","0","9","9",""
"329","200","0","5525","공허의 길","58213","61199378","180","9","133","30","9","54772","0","9","9",""
"330","200","0","5524","공허의 길","58213","61448530","180","9","133","30","9","54943","0","9","9",""
"331","200","0","5522","공허의 길","58213","61687136","180","9","133","30","9","55112","0","9","9",""
"332","200","0","5494","공허의 길","58213","62015798","180","9","133","30","9","55326","0","9","9",""
"333","200","0","5522","공허의 길","58213","62293304","180","9","133","30","9","55521","0","9","9",""
"334","200","0","5525","공허의 길","58213","62538979","180","9","133","30","9","55700","0","9","9",""
"335","200","0","5523","공허의 길","58213","62784108","180","9","133","30","9","55874","0","9","9",""
"336","200","0","5523","공허의 길","58213","63044737","180","9","133","30","9","56054","0","9","9",""
"337","200","0","5524","공허의 길","58213","63291889","180","9","133","30","9","56219","0","9","9",""
"338","200","0","5523","공허의 길","58213","63532518","180","9","133","30","9","56396","0","9","9",""
"339","200","0","5494","공허의 길","58213","63875680","180","9","133","30","9","56612","0","9","9",""
"340","200","0","5524","공허의 길","58213","64146232","180","9","133","30","9","56801","0","9","9",""
"341","200","0","5525","공허의 길","58213","64393407","180","9","133","30","9","56974","0","9","9",""
"342","200","0","5523","공허의 길","58213","64632036","180","9","133","30","9","57136","0","9","9",""
"343","200","0","5524","공허의 길","58213","64899188","180","9","133","30","9","57305","0","9","9",""
"344","200","0","5524","공허의 길","58213","65139840","180","9","133","30","9","57469","0","9","9",""
"345","200","0","5524","공허의 길","58213","65386992","180","9","133","30","9","57638","0","9","9",""
"346","200","0","5494","공허의 길","58213","65724154","180","9","133","30","9","57858","0","9","9",""
"347","200","0","5522","공허의 길","58213","65986660","180","9","133","30","9","58062","0","9","9",""
"348","200","0","5523","공허의 길","58213","66236789","180","9","133","30","9","58246","0","9","9",""
"349","200","0","5524","공허의 길","58213","66477441","180","9","133","30","9","58406","0","9","9",""
"350","200","0","5526","공허의 길","58213","66742639","180","9","133","30","9","58586","0","9","9",""
"351","200","0","5524","공허의 길","58213","66985291","180","9","133","30","9","58753","0","9","9",""
"352","200","0","5525","공허의 길","58213","67230466","180","9","133","30","9","58918","0","9","9",""
"353","200","0","5495","공허의 길","58213","67567151","180","9","133","30","9","59144","0","9","9",""
"354","200","0","5523","공허의 길","58213","67841180","180","9","133","30","9","59343","0","9","9",""
"355","200","0","5525","공허의 길","58213","68084855","180","9","133","30","9","59523","0","9","9",""
"356","200","0","5525","공허의 길","58213","68332030","180","9","133","30","9","59691","0","9","9",""
"357","200","0","5524","공허의 길","58213","68590682","180","9","133","30","9","59869","0","9","9",""
"358","200","0","5523","공허의 길","58213","68839811","180","9","133","30","9","60038","0","9","9",""
"359","200","0","5523","공허의 길","58213","69078440","180","9","133","30","9","60211","0","9","9",""
"360","200","0","5495","공허의 길","58213","69407125","180","9","133","30","9","60426","0","9","9",""
"361","200","0","5522","공허의 길","58213","69684631","180","9","133","30","9","60624","0","9","9",""
"362","200","0","5522","공허의 길","58213","69930237","180","9","133","30","9","60794","0","9","9",""
"363","200","0","5524","공허의 길","58213","70175389","180","9","133","30","9","60964","0","9","9",""
"364","200","0","5524","공허의 길","58213","70436041","180","9","133","30","9","61121","0","9","9",""
"365","200","0","5524","공허의 길","58213","70683193","180","9","133","30","9","61296","0","9","9",""
